2020-12-04 12:46:25,955 [ 1] INFO  Unity: LoadingManager start
2020-12-04 12:46:30,526 [ 1] INFO  Unity: DataManager > DataManager()
2020-12-04 12:46:51,471 [ 1] INFO  Unity: UserLoginRequest::user :test3 psw:3
2020-12-04 12:46:51,471 [ 1] INFO  Unity: ConnectToServer() Start 
2020-12-04 12:46:51,475 [ 1] INFO  Unity: DoConnect
2020-12-04 12:46:51,476 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2020-12-04 12:46:51,477 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2020-12-04 12:46:51,482 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2020-12-04 12:46:55,859 [ 1] INFO  Unity: OnLogin:Success [None]
2020-12-04 12:46:55,859 [ 1] INFO  Unity: 登录成功
2020-12-04 12:46:55,860 [ 1] INFO  Unity: LoadLevel: CharSelect
2020-12-04 12:46:56,004 [ 1] INFO  Unity: LevelLoadCompleted:1
2020-12-04 12:46:56,006 [ 1] INFO  Unity: 111
2020-12-04 12:47:02,242 [ 1] INFO  Unity: SendUserGameEnter::roleInex :0
2020-12-04 12:47:02,266 [ 1] INFO  Unity: OnGameEnter:Success [None]
2020-12-04 12:47:02,268 [ 1] INFO  Unity: ItemManage:Init[ID:1,Count:10]
2020-12-04 12:47:02,268 [ 1] INFO  Unity: ItemManage:Init[ID:2,Count:10]
2020-12-04 12:47:02,269 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:2
2020-12-04 12:47:02,270 [ 1] INFO  Unity: AddCharacter:8:archer_003 Map:1 Entity:(2:pos:(5000,4000,820),dir:(100,0,0),spd:0
2020-12-04 12:47:02,271 [ 1] INFO  Unity: AddCharacter:1:zhanshi_001 Map:1 Entity:(1:pos:(5007,3800,820),dir:(20,-98,0),spd:0
2020-12-04 12:47:02,271 [ 1] INFO  Unity: LoadLevel: MainCity
2020-12-04 12:47:02,619 [ 1] WARN  Unity: UIWorldElementManager[17328] Awake

2020-12-04 12:47:02,620 [ 1] WARN  Unity: MainPlayerCamera[17336] Awake

2020-12-04 12:47:02,620 [ 1] WARN  Unity: UIMain[17346] Awake

2020-12-04 12:47:02,620 [ 1] WARN  Unity: GameObjectManager[17364] Awake

2020-12-04 12:47:02,628 [ 1] INFO  Unity: LevelLoadCompleted:1
2020-12-04 12:47:04,815 [ 1] INFO  Unity: SetDirection:(98, 19, 0)
