2020-12-15 13:45:42,406 [ 1] INFO  Unity: LoadingManager start
2020-12-15 13:45:46,641 [ 1] INFO  Unity: DataManager > DataManager()
2020-12-15 13:45:50,682 [ 1] INFO  Unity: UserLoginRequest::user :1215 psw:1215
2020-12-15 13:45:50,684 [ 1] INFO  Unity: ConnectToServer() Start 
2020-12-15 13:45:50,685 [ 1] INFO  Unity: DoConnect
2020-12-15 13:45:50,687 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2020-12-15 13:45:50,689 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2020-12-15 13:45:50,692 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2020-12-15 13:45:53,722 [ 1] INFO  Unity: OnLogin:Success [None]
2020-12-15 13:45:53,723 [ 1] INFO  Unity: µÇÂ¼³É¹¦
2020-12-15 13:45:53,725 [ 1] INFO  Unity: LoadLevel: CharSelect
2020-12-15 13:45:53,872 [ 1] INFO  Unity: LevelLoadCompleted:1
2020-12-15 13:45:53,874 [ 1] INFO  Unity: 111
2020-12-15 13:45:55,551 [ 1] INFO  Unity: SendUserGameEnter::roleInex :0
2020-12-15 13:45:55,699 [ 1] INFO  Unity: OnGameEnter:Success [None]
2020-12-15 13:45:55,701 [ 1] INFO  Unity: ItemManage:Init[ID:1,Count:13]
2020-12-15 13:45:55,703 [ 1] INFO  Unity: ItemManage:Init[ID:2,Count:10]
2020-12-15 13:45:55,704 [ 1] INFO  Unity: ItemManage:Init[ID:8003,Count:2]
2020-12-15 13:45:55,716 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:1
2020-12-15 13:45:55,719 [ 1] INFO  Unity: AddCharacter:12:archer_1 Map:1 Entity:(1:pos:(5000,4000,820),dir:(100,0,0),spd:0
2020-12-15 13:45:55,724 [ 1] INFO  Unity: LoadLevel: MainCity
2020-12-15 13:45:56,297 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2020-12-15 13:45:56,298 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2020-12-15 13:45:56,419 [ 1] WARN  Unity: MainPlayerCamera[-48450] Awake
UnityEngine.Debug:LogWarningFormat(String, Object[])
MonoSingleton`1:Awake() (at Assets/Scripts/Utilities/MonoSingleton.cs:22)

2020-12-15 13:45:56,420 [ 1] WARN  Unity: UIWorldElementManager[28718] Awake
UnityEngine.Debug:LogWarningFormat(String, Object[])
MonoSingleton`1:Awake() (at Assets/Scripts/Utilities/MonoSingleton.cs:22)

2020-12-15 13:45:56,421 [ 1] WARN  Unity: UIMain[29274] Awake
UnityEngine.Debug:LogWarningFormat(String, Object[])
MonoSingleton`1:Awake() (at Assets/Scripts/Utilities/MonoSingleton.cs:22)

2020-12-15 13:45:56,421 [ 1] WARN  Unity: GameObjectManager[-49866] Awake
UnityEngine.Debug:LogWarningFormat(String, Object[])
MonoSingleton`1:Awake() (at Assets/Scripts/Utilities/MonoSingleton.cs:22)

2020-12-15 13:45:56,457 [ 1] INFO  Unity: LevelLoadCompleted:1
2020-12-15 13:45:57,839 [ 1] INFO  Unity: MoveForward
2020-12-15 13:45:57,841 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:57,842 [ 1] INFO  Unity: 300
2020-12-15 13:45:58,234 [ 1] INFO  Unity: SetDirection:(98, -18, 0)
2020-12-15 13:45:58,234 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:58,235 [ 1] INFO  Unity: 300
2020-12-15 13:45:58,330 [ 1] INFO  Unity: SetDirection:(93, -36, 0)
2020-12-15 13:45:58,331 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:58,332 [ 1] INFO  Unity: 300
2020-12-15 13:45:58,434 [ 1] INFO  Unity: SetDirection:(84, -55, 0)
2020-12-15 13:45:58,435 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:58,436 [ 1] INFO  Unity: 300
2020-12-15 13:45:58,538 [ 1] INFO  Unity: SetDirection:(71, -71, 0)
2020-12-15 13:45:58,539 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:58,539 [ 1] INFO  Unity: 300
2020-12-15 13:45:58,618 [ 1] INFO  Unity: SetDirection:(57, -82, 0)
2020-12-15 13:45:58,619 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:58,620 [ 1] INFO  Unity: 300
2020-12-15 13:45:58,717 [ 1] INFO  Unity: SetDirection:(39, -92, 0)
2020-12-15 13:45:58,718 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:58,718 [ 1] INFO  Unity: 300
2020-12-15 13:45:58,815 [ 1] INFO  Unity: SetDirection:(20, -98, 0)
2020-12-15 13:45:58,816 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:58,817 [ 1] INFO  Unity: 300
2020-12-15 13:45:58,957 [ 1] INFO  Unity: SetDirection:(2, -100, 0)
2020-12-15 13:45:58,958 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:58,958 [ 1] INFO  Unity: 300
2020-12-15 13:45:59,598 [ 1] INFO  Unity: SetDirection:(-16, -99, 0)
2020-12-15 13:45:59,599 [ 1] INFO  Unity: SendMapEntitySync:ID:1 Pos:SkillBridge.Message.NVector3 Dir:SkillBridge.Message.NVector3 Spd:300
2020-12-15 13:45:59,600 [ 1] INFO  Unity: 300
2020-12-15 13:45:59,724 [ 1] INFO  Unity: SetDirection:(-34, -94, 0)
